42279856900,9504744,16652144,26156888
43294816400,9504744,16654320,26159064
44305931600,10553320,16654320,27207640
45315654600,10553320,16654320,27207640
46326815300,11601896,16654320,28256216
47342163100,12650472,16656784,29307256
48344225600,12650472,16657552,29308024
49346194700,4273240,16661264,20934504
50356720000,4273240,16661264,20934504
51366423000,5321816,16662416,21984232
52378943400,5321816,16667024,21988840
53381352100,6370392,16668048,23038440
54389990700,7418968,16668048,24087016
55393020100,7418968,16668048,24087016
56402619800,8467544,16678032,25145576
57418226800,8467544,16678032,25145576
58425936300,9516120,16734056,26250176
59436914500,9516120,16734056,26250176
60439365000,10564696,16757664,27322360
61452834600,10564696,16762096,27326792
9600,9142560,16921320,26063880
1008481900,4248248,16933480,21181728
2008743400,4248248,16933480,21181728
3019240900,5296824,16941288,22238112
4028687100,5296824,16946888,22243712
5031591600,6345400,16946888,23292288
6041873600,6345400,16951504,23296904
7048951900,7393976,16953680,24347656
8057395900,8442552,16999128,25441680
9062300000,8442552,17004248,25446800
10072017900,9491128,17005272,26496400
11078364600,9491128,17005272,26496400
12081021300,4248424,17016152,21264576
13093894300,4248424,17016152,21264576
14107557900,5297000,17018968,22315968
15111992600,6345576,17037656,23383232
16112828400,6345576,17040088,23385664
17121503700,7394152,17040088,24434240
18125348000,7394152,17040984,24435136
19131601000,8442728,17041880,25484608
20141333800,8442728,17041880,25484608
21144200000,9491304,17042648,26533952
22154675600,9491304,17042648,26533952
23168789400,4231112,17051480,21282592
24175669100,5279688,17051480,22331168
25180644000,5279688,17051480,22331168
26186297100,6328264,17051480,23379744
27192743500,6328264,17053528,23381792
28205706700,7376840,17054552,24431392
29218636400,7376840,17069632,24446472
30229434400,8425416,17069632,25495048
31237525800,8425416,17069632,25495048
32247677300,9473992,17070400,26544392
33262158300,4266256,17071680,21337936
34265831300,4266256,17071680,21337936
35268241200,5314832,17071680,22386512
36269003900,5314832,17073728,22388560
37270558300,6363408,17076416,23439824
38282534700,6363408,17089232,23452640
39286981500,7411984,17094096,24506080
40288479200,7411984,17094096,24506080
41302130200,8460560,17101008,25561568
42308507700,9509136,17111888,26621024
43321827800,9509136,17112912,26622048
44334135800,4246592,17115472,21362064
45341643100,4246592,17115472,21362064
46347474400,5295168,17116752,22411920
47350083700,5295168,17116752,22411920
48353831100,6343744,17116752,23460496
49367860200,6343744,17116752,23460496
50369643900,7392320,17121360,24513680
51382379700,8440896,17121360,25562256
52383868000,8440896,17121360,25562256
53384878700,9489472,17121360,26610832
54386007900,9489472,17121360,26610832
55389888500,4261528,17121360,21382888
56391938600,4261528,17121360,21382888
57406625800,5310104,17121360,22431464
58413430300,5310104,17121360,22431464
59416018800,6358680,17122128,23480808
60418412500,7407256,17136592,24543848
61432530200,7407256,17144872,24552128
9500,9144016,17302216,26446232
194600,4258304,12809096,17067400
1007104000,4245400,17357248,21602648
1006961300,5306880,13191704,18498584
2012013400,4245400,17367104,21612504
2012949000,6355456,13335016,19690472
3012718200,5293976,17367104,22661080
4015091000,5293976,17368640,22662616
3015606200,7404032,13466152,20870184
5015468100,6342552,17368640,23711192
4016968500,7404032,13596224,21000256
5026195100,8452608,13754040,22206648
6025914600,6342552,17368640,23711192
7031985200,7391128,17368640,24759768
6032485900,9501184,13825072,23326256
7038340100,9501184,13858760,23359944
8038236700,8439704,17372480,25812184
9044997700,8439704,17387080,25826784
8045378700,10549760,14009472,24559232
9051909700,10549760,14047288,24597048
10051519900,9488280,17387080,26875360
11052426800,9488280,17387080,26875360
10052890600,11598336,14087480,25685816
11067107600,12646912,14204952,26851864
12066755500,4252672,17442896,21695568
13069158200,4252672,17442896,21695568
12069461300,12646912,14302560,26949472
14073535700,5301248,17445784,22747032
13073921500,13695488,14395512,28091000
15088691300,6349824,17445784,23795608
14089114100,13695488,14475464,28170952
16089373200,6349824,17455808,23805632
15090014600,14744064,14545880,29289944
17090623000,7398400,17473856,24872256
16091086100,15792640,14600720,30393360
18091697200,7398400,17473856,24872256
17092119500,15792640,14609120,30401760
19105454100,8446976,17473856,25920832
18105896000,15792640,14674456,30467096
20110358000,8446976,17473856,25920832
19110773800,16841216,14693496,31534712
21113599600,9495552,17476160,26971712
22114352600,9495552,17476160,26971712
23121652300,4255624,17476160,21731784
