3700,0,0
1006800000,0,20
2006986400,0,40
3017827800,0,60
4022964200,0,80
5036647800,0,100
6040632300,0,120
7055976800,0,140
8063142400,0,160
9076512700,0,180
10086799300,0,200
11088450300,0,220
12092066300,0,240
13095006000,0,260
14096220600,0,280
15097181800,0,300
16111673500,0,320
17112314800,0,340
18118422500,0,360
19125973500,0,380
20134227000,0,400
21139569900,0,420
22151186900,0,440
23155144200,0,460
24160456600,0,480
25174036300,0,500
26183102100,0,520
27195217300,0,540
28205488900,0,560
29220522300,0,580
30229581000,0,600
31232476500,0,620
32234323200,0,640
33238495600,0,660
34247798200,0,680
35258003400,0,700
36277711800,0,720
37279034800,0,740
38287310200,0,760
39291669400,0,780
40294297000,0,800
41301748600,0,820
42310637000,0,840
43324392500,0,860
44327120700,0,880
45332486700,0,900
46347409400,0,920
47361711400,0,940
48366830300,0,960
49377213900,0,980
50380896800,0,1000
51382039100,0,1020
52385641900,0,1040
53396997300,0,1060
54412068800,0,1080
55417241700,0,1100
56424398500,0,1120
57426110400,0,1140
58432732300,0,1160
59441851900,0,1180
700,0,0
1005063300,0,20
2019723600,0,40
3026618300,0,61
4026884800,1,80
5029250900,0,100
6029743600,0,120
7030178800,1,144
8045522000,0,180
9048053500,0,200
10062319900,0,220
11073606200,0,240
12088549600,0,260
13096347300,0,280
14101543000,0,300
15105544700,0,320
16105660600,0,340
17120251000,0,360
18121676600,0,380
19124674200,0,400
20136797700,0,420
21139399800,0,440
22142646900,0,460
23151416000,0,480
24153349200,0,500
25161332300,0,520
26167646000,0,540
27169508900,0,560
28171700900,0,580
29185116200,0,600
30187798300,0,620
31188267800,0,620
32201910000,0,641
33216756400,0,660
34225846200,0,680
35231957200,0,700
36234617900,0,720
37235450800,0,740
38240678900,0,760
39251245600,0,781
40263938400,0,801
41277876800,0,820
42283642200,0,840
43298602900,0,860
44309450800,0,880
45319474300,0,900
46330639100,0,920
47345985500,1,940
48347955200,0,960
49349949300,0,980
50360543900,0,1000
51370134800,0,1020
52382722200,0,1040
53385070200,0,1060
54393761900,0,1080
55396803900,0,1100
56406439500,0,1120
57422051800,0,1140
58429763800,0,1160
59440741600,0,1180
700,0,0
1012102900,0,20
2012365600,0,40
3022820600,1,60
4032024500,0,80
5035189200,1,101
6045537000,0,120
7052584200,0,140
8061043200,0,160
9065729700,0,180
10075323300,0,200
11081931000,0,220
12084610900,0,240
13097479700,0,260
14111170400,0,280
15115595100,0,300
16116421600,0,320
17125128200,0,340
18128999700,0,361
19135238800,0,380
20144976100,0,400
21147759600,0,420
22157932500,0,440
23172415600,0,460
24179282000,0,480
25184244400,0,500
26189894400,0,520
27196390200,0,540
28209284900,0,560
29222263200,0,580
30233096500,1,600
31241100000,0,620
32251306500,0,640
33265780500,0,660
34269374000,0,680
35271838200,0,700
36272579300,0,720
37274158600,0,740
38286003500,0,760
39290700200,0,780
40292108100,1,800
41305734500,0,820
42312094500,0,840
43325414500,0,860
44337769400,0,880
45345385000,1,900
46351111900,0,920
47353725100,0,940
48357464900,0,960
49371521200,0,980
50373297000,0,1000
51386023400,0,1020
52387482600,0,1040
53388543400,1,1060
54389629500,0,1081
55393512900,0,1100
56395513400,1,1120
57410189500,0,1140
58417083800,0,1160
59419638200,0,1180
800,0,0
3600,0,0
1011122400,0,21
1011804100,0,20
2015837700,0,40
2018133600,0,40
3016563600,0,60
3023549900,0,60
4019003200,0,80
4026477900,0,80
5019306800,0,100
5031061600,0,100
6029679000,0,120
6045073700,0,120
7035892800,0,140
7047896600,0,140
8041749900,0,160
8050561700,0,160
9048804900,0,180
9057460700,0,180
10055420800,0,200
10058691100,1,200
11056316900,0,220
11072018800,0,220
12070611700,0,240
12074359600,0,240
13073079800,0,260
13079707900,1,260
14077385400,0,280
14093941500,0,280
15092540400,0,300
15094521500,0,300
16093243600,0,320
16105378200,0,320
17094546200,0,340
17110905800,0,340
18095550800,0,360
19109292000,0,380
18126648900,0,360
20114252500,0,401
19131559000,0,381
21117486700,1,420
22118195000,0,440
23125440000,0,460
